Population,Variation,Production,Dispo intérieure poulet,Exportations poulet,Importations poulet,Consommation poulet,Stabilité politique,Pib (%),TDI,TAS
109827,1.2674478953262822,170000000.0,8000000.0,-241000000.0,9000000.0,8000000.0,0.85,2.0,2.2162162162162162,1.8108108108108107
195352,3.2060076170195364,293000000.0,15000000.0,-213000000.0,17000000.0,13000000.0,0.99,0.0,3.888888888888889,8.833333333333334
207089,9.022690727175274,147000000.0,2000000.0,-31000000.0,2000000.0,2000000.0,0.11,8.0,6.142857142857143,17.571428571428573
15419355,13.083316390341876,6340000000.0,77000000.0,-16000000.0,0.0,73000000.0,-0.06,10.0,5.167091836734694,8.636479591836734
8829628,-1.2512984691993678,17550000000.0,90000000.0,-28000000.0,12000000.0,90000000.0,-0.08,8.0,0.2565652355147978,1.3718215923301376
7488423,10.360512487075049,8263000000.0,30000000.0,-9000000.0,14000000.0,30000000.0,-0.17,-3.0,16.615384615384617,75.67307692307692
5447900,0.6059399034490265,8036000000.0,74000000.0,38000000.0,63000000.0,76000000.0,1.12,6.0,0.8408465608465608,0.7936507936507936
2076393,0.8943870960906222,2034000000.0,52000000.0,-32000000.0,20000000.0,51000000.0,0.88,8.0,1.3865594485927628,1.0924755887421023
40813397,11.318866694678697,28852000000.0,69000000.0,-5000000.0,2000000.0,65000000.0,-2.19,36.0,5.235824742268041,26.614690721649485
21128032,2.8182085297864026,9574000000.0,192000000.0,-27000000.0,0.0,164000000.0,-0.61,6.0,5.329439252336448,12.61214953271028
9904896,3.6556062779457825,14995000000.0,187000000.0,24000000.0,84000000.0,164000000.0,1.13,4.0,1.4699129790779486,1.703388261433068
8455804,5.295676200630956,10086000000.0,133000000.0,-41000000.0,51000000.0,133000000.0,1.4,1.0,2.452216748768473,3.87192118226601
570496,5.127292741754539,701000000.0,25000000.0,-111000000.0,18000000.0,18000000.0,0.13,2.0,1.0271739130434783,1.7717391304347827
8880268,11.322101990615598,6874000000.0,40000000.0,-18000000.0,38000000.0,39000000.0,-1.18,8.0,12.053435114503817,36.656488549618324
15016753,14.863419542160683,7547000000.0,7000000.0,-2000000.0,1000000.0,7000000.0,-1.09,0.0,1.0186046511627906,23.972093023255812
10641034,0.5614210047632587,22426000000.0,249000000.0,-49000000.0,116000000.0,234000000.0,0.0,11.0,0.7156742263434254,1.0335158082895766
69209810,1.9850480733872817,231734000000.0,881000000.0,751000000.0,2000000.0,896000000.0,-1.31,10.0,0.18399988163404205,0.5679494577359552
1243258,8.868955598918335,414000000.0,5000000.0,0.0,11000000.0,5000000.0,-0.38,-3.0,30.666666666666668,80.5
7698474,12.011016728769883,4395000000.0,54000000.0,-21000000.0,16000000.0,54000000.0,-0.35,6.0,3.2007042253521125,12.049295774647888
1384059,2.8351392534566813,332000000.0,76000000.0,-173000000.0,23000000.0,75000000.0,0.09,0.0,4.159090909090909,4.0
11433443,5.129172376159998,10994000000.0,195000000.0,-24000000.0,0.0,195000000.0,-0.9,-4.0,4.835897435897436,8.445299145299145
5757667,8.506344670506314,6138000000.0,27000000.0,-11000000.0,9000000.0,26000000.0,0.25,4.0,20.73015873015873,62.80952380952381
81116450,7.970516461211005,151836000000.0,1674000000.0,542000000.0,3000000.0,1674000000.0,-1.25,-1.0,0.9065996432625264,4.117723366304524
44487709,-2.1716042963686766,155516000000.0,1009000000.0,294000000.0,121000000.0,1006000000.0,-0.78,20.0,0.04564557352865499,0.6528294766454534
3436641,1.6779756745031027,10656000000.0,33000000.0,-30000000.0,3000000.0,31000000.0,0.8,12.0,0.13446655610834715,0.3616639027086788
285510,12.612868200763543,529000000.0,3000000.0,-37000000.0,4000000.0,3000000.0,1.16,9.0,0.3081761006289308,1.1572327044025157
29402484,0.14164449507055543,15593000000.0,626000000.0,-73000000.0,25000000.0,596000000.0,-1.08,-15.7,65.66197183098592,221.11267605633802
94600648,5.07261007345319,126883000000.0,1206000000.0,-43000000.0,291000000.0,1166000000.0,0.25,9.0,1.0587213629972707,2.79091886527169
27834819,12.07710745307882,3413000000.0,246000000.0,-30000000.0,78000000.0,237000000.0,-2.37,-5.0,22.133574007220215,30.379061371841154
16853599,14.171744563282887,12992000000.0,60000000.0,-10000000.0,12000000.0,58000000.0,0.44,20.0,0.6341756919374247,7.217809867629362
14236595,7.877199569138546,7579000000.0,76000000.0,-17000000.0,6000000.0,67000000.0,-0.67,7.0,4.967741935483871,22.17511520737327
